CDRDATE,SERVICE_KEY,IS_ROAMING,ISBFT,DIAMETER,TOTAL,REMARK
2023-10-30 12,100,0,1,5005,1,day7
2023-10-30 12,100,1,0,5030,2,day7
2023-10-30 12,100,0,0,5031,3094,day7
2023-10-30 12,100,1,0,5031,20,day7
2023-10-30 12,100,0,0,,2994,day7
2023-10-30 12,100,1,0,,8,day7
2023-10-30 12,133,0,0,,257,day7
2023-10-30 12,150,0,0,4010,9,day7
2023-10-30 12,150,0,0,5030,99,day7
2023-10-30 12,150,0,0,5031,3,day7
2023-10-30 12,150,0,0,,6,day7
2023-10-30 12,200,0,0,2001,593,day7
2023-10-30 12,200,0,0,4012,2,day7
2023-10-30 12,200,0,0,5031,5,day7
2023-10-30 12,300,1,0,2001,231,day7
2023-10-30 12,300,1,0,4012,3426,day7
2023-10-30 12,300,0,0,5004,4151,day7
2023-10-30 12,300,1,0,5031,63,day7
2023-10-30 12,400,1,0,2001,2,day7
2023-10-30 12,400,0,0,5004,1,day7
2023-10-30 13,100,0,0,2001,109948,day7
2023-10-30 13,100,1,0,2001,7,day7
2023-10-30 13,100,0,0,4010,702,day7
2023-10-30 13,100,0,0,4012,49859,day7
2023-10-30 13,100,1,0,4012,70,day7
2023-10-30 13,100,0,0,5030,3,day7
2023-10-30 13,100,1,0,5030,1,day7
2023-10-30 13,100,0,0,5031,3223,day7
2023-10-30 13,100,1,0,5031,24,day7
2023-10-30 13,100,0,0,,3130,day7
2023-10-30 13,100,1,0,,7,day7
2023-10-30 13,133,0,0,,209,day7
2023-10-30 13,150,0,0,4010,14,day7
2023-10-30 13,150,0,0,5030,87,day7
2023-10-30 13,150,0,0,,7,day7
2023-10-30 13,200,0,0,2001,1820,day7
2023-10-30 13,200,0,0,4010,2,day7
2023-10-30 13,200,0,0,4012,2,day7
2023-10-30 13,200,0,0,5031,8,day7
2023-10-30 13,200,0,0,,1,day7
2023-10-30 13,300,1,0,2001,202,day7
2023-10-30 13,300,1,0,4010,1,day7
2023-10-30 13,300,1,0,4012,2317,day7
2023-10-30 13,300,0,0,5004,2993,day7
2023-10-30 13,300,1,0,5031,19,day7
2023-10-30 13,400,1,0,2001,6,day7
2023-10-30 14,100,0,0,2001,111522,day7
2023-10-30 14,100,1,0,2001,9,day7
2023-10-30 14,100,0,0,4010,657,day7
2023-10-30 14,100,0,0,4012,51295,day7
2023-10-30 14,100,1,0,4012,41,day7
2023-10-30 14,100,0,0,5031,3731,day7
2023-10-30 14,100,1,0,5031,16,day7
2023-10-30 14,100,0,0,,2855,day7
2023-10-30 14,100,1,0,,5,day7
2023-10-30 14,133,0,0,,192,day7
2023-10-30 14,150,0,0,4010,11,day7
2023-10-30 14,150,0,0,5030,88,day7
2023-10-30 14,150,0,0,5031,2,day7
2023-10-30 14,150,0,0,,7,day7
2023-10-30 14,200,0,0,2001,2381,day7
2023-10-30 14,200,0,0,4010,3,day7
2023-10-30 14,200,0,0,4012,4,day7
2023-10-30 14,200,0,0,5031,7,day7
2023-10-30 14,300,1,0,2001,305,day7
2023-10-30 14,300,1,0,4012,2873,day7
2023-10-30 14,300,0,0,5004,3704,day7
2023-10-30 14,300,1,0,5031,14,day7
2023-10-30 14,400,0,0,5004,1,day7
2023-10-30 15,100,0,0,2001,117159,day7
2023-10-30 15,100,1,0,2001,4,day7
2023-10-30 15,100,0,0,4010,700,day7
2023-10-30 15,100,0,0,4012,53007,day7
2023-10-30 15,100,1,0,4012,41,day7
2023-10-30 15,100,0,1,5005,2,day7
2023-10-30 15,100,0,0,5030,1,day7
2023-10-30 15,100,1,0,5030,1,day7
2023-10-30 15,100,0,0,5031,3183,day7
2023-10-30 15,100,1,0,5031,20,day7
2023-10-30 15,100,0,0,,2785,day7
2023-10-30 15,100,1,0,,1,day7
2023-10-30 15,133,0,0,,196,day7
2023-10-30 15,150,0,0,4010,7,day7
2023-10-30 15,150,0,0,5030,96,day7
2023-10-30 15,150,0,0,5031,2,day7
2023-10-30 15,150,0,0,,16,day7
2023-10-30 15,200,0,0,2001,1792,day7
2023-10-30 15,200,0,0,4010,1,day7
2023-10-30 15,200,0,0,4012,13,day7
2023-10-30 15,200,0,0,5031,12,day7
2023-10-30 15,200,0,0,,1,day7
2023-10-30 15,300,1,0,2001,206,day7
2023-10-30 15,300,1,0,4012,2068,day7
2023-10-30 15,300,0,0,5004,2781,day7
2023-10-30 15,300,1,0,5031,20,day7
2023-10-30 15,400,1,0,2001,9,day7
2023-10-30 15,400,0,0,5004,2,day7
2023-10-30 16,100,0,0,2001,123158,day7
2023-10-30 16,100,1,0,2001,2,day7
2023-10-30 16,100,0,0,4010,695,day7
2023-10-30 16,100,1,0,4010,1,day7
2023-10-30 16,100,0,0,4012,54450,day7
2023-10-30 16,100,1,0,4012,56,day7
2023-10-30 16,100,0,0,5030,5,day7
2023-10-30 16,100,0,0,5031,3141,day7
2023-10-30 16,100,1,0,5031,19,day7
2023-10-30 16,100,0,0,,2962,day7
2023-10-30 16,100,1,0,,3,day7
2023-10-30 16,133,0,0,,171,day7
2023-10-30 16,150,0,0,4010,10,day7
2023-10-30 16,150,0,0,5030,83,day7
2023-10-30 16,150,0,0,5031,2,day7
2023-10-30 16,150,0,0,,5,day7
2023-10-30 16,200,0,0,2001,1369,day7
2023-10-30 16,200,0,0,4012,2,day7
2023-10-30 16,200,0,0,5031,6,day7
2023-10-30 16,300,1,0,2001,229,day7
2023-10-30 16,300,1,0,4010,1,day7
2023-10-30 16,300,1,0,4012,2630,day7
2023-10-30 16,300,0,0,5004,2759,day7
2023-10-30 16,300,1,0,5031,28,day7
2023-10-30 16,400,1,0,2001,2,day7
2023-10-30 16,400,0,0,5004,5,day7
2023-10-30 17,100,0,0,2001,120618,day7
2023-10-30 17,100,1,0,2001,9,day7
2023-10-30 17,100,0,0,4010,776,day7
2023-10-30 17,100,1,0,4010,2,day7
2023-10-30 17,100,0,0,4012,57178,day7
2023-10-30 17,100,1,0,4012,66,day7
2023-10-30 17,100,0,0,5005,1,day7
2023-10-30 17,100,0,1,5005,7,day7
2023-10-30 17,100,0,0,5031,3115,day7
2023-10-30 17,100,1,0,5031,23,day7
2023-10-30 17,100,0,0,,3194,day7
2023-10-30 17,100,1,0,,23,day7
2023-10-30 17,133,0,0,,224,day7
2023-10-30 17,150,0,0,4010,11,day7
2023-10-30 17,150,0,0,5030,92,day7
2023-10-30 17,150,0,0,5031,4,day7
2023-10-30 17,150,0,0,,16,day7
2023-10-30 17,200,0,0,2001,521,day7
2023-10-30 17,200,0,0,4012,3,day7
2023-10-30 17,300,1,0,2001,121,day7
2023-10-30 17,300,1,0,4012,1873,day7
2023-10-30 17,300,0,0,5004,2229,day7
2023-10-30 17,300,1,0,5031,43,day7
2023-10-30 17,400,1,0,4012,27,day7
2023-10-30 17,400,0,0,5004,2,day7
2023-10-30 18,100,0,0,2001,126354,day7
2023-10-30 18,100,1,0,2001,8,day7
2023-10-30 18,100,0,0,4010,811,day7
2023-10-30 18,100,1,0,4010,2,day7
2023-10-30 18,100,0,0,4012,61990,day7
2023-10-30 18,100,1,0,4012,55,day7
2023-10-30 18,100,0,0,5031,3109,day7
2023-10-30 18,100,1,0,5031,21,day7
2023-10-30 18,100,0,0,,4079,day7
2023-10-30 18,100,1,0,,12,day7
2023-10-30 18,133,0,0,,281,day7
2023-10-30 18,150,0,0,4010,15,day7
2023-10-30 18,150,0,0,5030,143,day7
2023-10-30 18,150,0,0,5031,1,day7
2023-10-30 18,150,0,0,,16,day7
2023-10-30 18,150,1,0,,1,day7
2023-10-30 18,200,0,0,2001,414,day7
2023-10-30 18,200,0,0,4012,3,day7
2023-10-30 18,200,0,0,5031,2,day7
2023-10-30 18,300,1,0,2001,194,day7
2023-10-30 18,300,1,0,4012,1884,day7
2023-10-30 18,300,0,0,5004,1801,day7
2023-10-30 18,300,1,0,5031,49,day7
2023-10-30 18,400,1,0,4012,1,day7
2023-10-30 19,100,0,0,2001,115831,day7
2023-10-30 19,100,1,0,2001,7,day7
2023-10-30 19,100,0,0,4010,777,day7
2023-10-30 19,100,0,0,4012,58228,day7
2023-10-30 19,100,1,0,4012,57,day7
2023-10-30 19,100,0,0,5031,2776,day7
2023-10-30 19,100,1,0,5031,21,day7
2023-10-30 19,100,0,0,,3998,day7
2023-10-30 19,100,1,0,,4,day7
2023-10-30 19,133,0,0,,269,day7
2023-10-30 19,150,0,0,4010,20,day7
2023-10-30 19,150,0,0,5030,124,day7
2023-10-30 19,150,0,0,5031,3,day7
2023-10-30 19,150,0,0,,15,day7
2023-10-30 19,200,0,0,2001,235,day7
2023-10-30 19,200,0,0,4012,4,day7
2023-10-30 19,200,0,0,5031,3,day7
2023-10-30 19,300,1,0,2001,155,day7
2023-10-30 19,300,1,0,4012,1211,day7
2023-10-30 19,300,0,0,5004,1592,day7
2023-10-30 19,300,1,0,5031,46,day7
2023-10-30 19,400,1,0,2001,1,day7
2023-10-30 20,100,0,0,2001,78135,day7
2023-10-30 20,100,1,0,2001,5,day7
2023-10-30 20,100,0,0,4010,516,day7
2023-10-30 20,100,0,0,4012,38539,day7
2023-10-30 20,100,1,0,4012,62,day7
2023-10-30 20,100,0,0,5031,1681,day7
2023-10-30 20,100,1,0,5031,8,day7
2023-10-30 20,100,0,0,,2887,day7
2023-10-30 20,100,1,0,,3,day7
2023-10-30 20,133,0,0,,256,day7
2023-10-30 20,150,0,0,4010,7,day7
2023-10-30 20,150,0,0,4012,1,day7
2023-10-30 20,150,0,0,5030,103,day7
2023-10-30 20,150,0,0,5031,3,day7
2023-10-30 20,150,0,0,,12,day7
2023-10-30 20,200,0,0,2001,152,day7
2023-10-30 20,200,0,0,4012,1,day7
2023-10-30 20,300,1,0,2001,57,day7
2023-10-30 20,300,1,0,4012,599,day7
2023-10-30 20,300,0,0,5004,563,day7
2023-10-30 20,300,1,0,5031,3,day7
2023-10-30 20,400,1,0,2001,3,day7
