CDRDATE,CP_NAME,CPID,ACCESSFLAG,BASICCAUSE,INTERNALCAUSE,REVENUE,TOTAL,REMARK
2023-10-30 03,PT. Gloria Viva Nusantara,250,73,973,,991,1,day7
2023-10-30 03,SahabatMudaKreatif,252,66,938,2001,0,3,day7
2023-10-30 03,SahabatMudaKreatif,252,73,111,4012,0,60035,day7
2023-10-30 03,SahabatMudaKreatif,252,73,940,5031,0,73,day7
2023-10-30 03,SahabatMudaKreatif,252,73,941,2001,295318,152,day7
2023-10-30 03,SahabatMudaKreatif,252,73,973,,1982,1,day7
2023-10-30 03,8Elements,254,73,941,2001,0,1,day7
2023-10-30 03,PT. Aman Devloop Indonesia,257,73,111,4012,0,26686,day7
2023-10-30 03,PT. Aman Devloop Indonesia,257,73,23,,17838,10,day7
2023-10-30 03,PT. Aman Devloop Indonesia,257,73,6,,41622,22,day7
2023-10-30 03,PT. Aman Devloop Indonesia,257,73,940,5031,0,12,day7
2023-10-30 03,PT. Aman Devloop Indonesia,257,73,941,2001,7662412,4205,day7
2023-10-30 03,PT. Aman Devloop Indonesia,257,73,973,,866134,527,day7
2023-10-30 03,Hypermind,258,73,941,2001,0,1,day7
2023-10-30 03,Telesat_System_Integrator,261,72,372,2001,0,5,day7
2023-10-30 03,Telesat_System_Integrator,261,72,987,2001,0,5,day7
2023-10-30 03,Telesat_System_Integrator,261,73,111,4012,0,632,day7
2023-10-30 03,Telesat_System_Integrator,261,73,23,,777935,785,day7
2023-10-30 03,Telesat_System_Integrator,261,73,6,,991,1,day7
2023-10-30 03,Telesat_System_Integrator,261,73,941,2001,12883,13,day7
2023-10-30 03,Telesat_System_Integrator,261,73,973,,9910,10,day7
2023-10-30 03,Mocoplus_Technology,2875,73,111,4012,0,454,day7
2023-10-30 03,Mocoplus_Technology,2875,73,941,2001,229912,232,day7
2023-10-30 03,Mocoplus_Technology,2875,73,973,,18829,19,day7
2023-10-30 03,KEE_Digital,2895,73,941,2001,0,2,day7
2023-10-30 03,18 Box Media,2915,72,372,2001,0,13,day7
2023-10-30 03,18 Box Media,2915,72,9,,0,6,day7
2023-10-30 03,18 Box Media,2915,72,940,5031,0,1,day7
2023-10-30 03,18 Box Media,2915,72,987,2001,0,13,day7
2023-10-30 03,18 Box Media,2915,73,111,4012,0,28083,day7
2023-10-30 03,18 Box Media,2915,73,23,,1784881,901,day7
2023-10-30 03,18 Box Media,2915,73,6,,9905,5,day7
2023-10-30 03,18 Box Media,2915,73,940,4010,0,5192,day7
2023-10-30 03,18 Box Media,2915,73,940,5030,0,100,day7
2023-10-30 03,18 Box Media,2915,73,940,5031,0,1341,day7
2023-10-30 03,18 Box Media,2915,73,941,2001,386295,250,day7
2023-10-30 03,18 Box Media,2915,73,973,,1981,1,day7
2023-10-30 03,Access Mobile,42,66,938,2001,0,17,day7
2023-10-30 03,Access Mobile,42,67,940,5030,0,1,day7
2023-10-30 03,Access Mobile,42,67,941,2001,0,41,day7
2023-10-30 03,Triyakom,50,66,938,2001,0,88,day7
2023-10-30 03,Triyakom,50,67,111,4012,0,4,day7
2023-10-30 03,Triyakom,50,67,940,5030,0,3054,day7
2023-10-30 03,Triyakom,50,67,941,2001,0,61456,day7
2023-10-30 03,Triyakom,50,68,111,4012,0,7,day7
2023-10-30 03,Triyakom,50,68,949,2001,631909,54,day7
2023-10-30 03,Triyakom,50,72,123,2001,0,2,day7
2023-10-30 03,Triyakom,50,72,372,2001,0,27,day7
2023-10-30 03,Triyakom,50,72,9,,0,8,day7
2023-10-30 03,Triyakom,50,72,987,2001,0,27,day7
2023-10-30 03,Triyakom,50,73,111,4012,0,228,day7
2023-10-30 03,Triyakom,50,73,941,2001,36040,40,day7
2023-10-30 03,Triyakom,50,73,973,,13515,15,day7
2023-10-30 03,Utopia,51,67,998,,0,570,day7
2023-10-30 03,Utopia,51,73,111,4012,0,166698,day7
2023-10-30 03,Utopia,51,73,23,,3256359,6580,day7
2023-10-30 03,Utopia,51,73,6,,251280,506,day7
2023-10-30 03,Utopia,51,73,940,4010,0,10,day7
2023-10-30 03,Utopia,51,73,940,5031,0,102,day7
2023-10-30 03,Utopia,51,73,941,2001,437854,609,day7
2023-10-30 03,Utopia,51,73,973,,72675,146,day7
2023-10-30 03,Falcon,52,66,938,2001,0,42,day7
2023-10-30 03,Falcon,52,72,123,2001,0,2,day7
2023-10-30 03,Falcon,52,72,372,2001,0,161,day7
2023-10-30 03,Falcon,52,72,9,,0,122,day7
2023-10-30 03,Falcon,52,72,940,5030,0,1,day7
2023-10-30 03,Falcon,52,72,940,5031,0,5,day7
2023-10-30 03,Falcon,52,72,987,2001,0,161,day7
2023-10-30 03,Falcon,52,73,111,4012,0,88,day7
2023-10-30 03,Falcon,52,73,941,2001,10901,384,day7
2023-10-30 03,Fortumo,69,67,715,,0,1,day7
2023-10-30 03,Fortumo,69,67,941,2001,0,14,day7
2023-10-30 03,Fortumo,69,68,111,4012,0,14,day7
2023-10-30 03,Fortumo,69,68,949,2001,21014,4,day7
2023-10-30 03,Codapay,74,66,938,2001,0,1,day7
2023-10-30 03,Codapay,74,67,941,2001,0,133,day7
2023-10-30 03,Codapay,74,68,111,4012,0,8,day7
2023-10-30 03,Codapay,74,68,949,2001,299514,53,day7
2023-10-30 03,Line,76,68,949,2001,194862,16,day7
2023-10-30 03,Celltick_Project,77,66,938,2001,0,2,day7
2023-10-30 03,Celltick_Project,77,67,998,,0,1,day7
2023-10-30 03,Celltick_Project,77,73,111,4012,0,50718,day7
2023-10-30 03,Celltick_Project,77,73,23,,748714,848,day7
2023-10-30 03,Celltick_Project,77,73,6,,173436,199,day7
2023-10-30 03,Celltick_Project,77,73,940,4010,0,4,day7
2023-10-30 03,Celltick_Project,77,73,940,5031,0,68,day7
2023-10-30 03,Celltick_Project,77,73,941,2001,1650551,1919,day7
2023-10-30 03,Celltick_Project,77,73,973,,2703,3,day7
2023-10-30 03,NetM_GooglePlay,78,66,938,2001,0,124,day7
2023-10-30 03,NetM_GooglePlay,78,66,940,5031,0,1,day7
2023-10-30 03,NetM_GooglePlay,78,67,941,2001,0,142,day7
2023-10-30 03,NetM_GooglePlay,78,68,111,4012,0,5179,day7
2023-10-30 03,NetM_GooglePlay,78,68,948,4010,0,3,day7
2023-10-30 03,NetM_GooglePlay,78,68,948,5031,0,22,day7
2023-10-30 03,NetM_GooglePlay,78,68,949,2001,3384242,141,day7
2023-10-30 03,,,66,10,,0,12,day7
2023-10-30 03,,,67,100,,0,4,day7
2023-10-30 04,MitraComm Ekasarana,100,66,938,2001,900,2,day7
2023-10-30 04,MitraComm Ekasarana,100,66,940,4012,0,7,day7
2023-10-30 04,MitraComm Ekasarana,100,67,111,4012,0,614,day7
2023-10-30 04,MitraComm Ekasarana,100,67,41,,1600,2,day7
2023-10-30 04,MitraComm Ekasarana,100,67,940,4010,0,10,day7
2023-10-30 04,MitraComm Ekasarana,100,67,940,5030,0,92,day7
2023-10-30 04,MitraComm Ekasarana,100,67,940,5031,0,5,day7
2023-10-30 04,MitraComm Ekasarana,100,67,941,2001,122400,153,day7
2023-10-30 04,SPRINT_Strata Prima Internusa,107,66,938,2001,113500,227,day7
2023-10-30 04,SPRINT_Strata Prima Internusa,107,66,940,4012,0,169,day7
2023-10-30 04,SPRINT_Strata Prima Internusa,107,67,111,4012,0,230,day7
2023-10-30 04,SPRINT_Strata Prima Internusa,107,67,940,5030,0,1,day7
2023-10-30 04,SPRINT_Strata Prima Internusa,107,67,941,2001,209600,273,day7
2023-10-30 04,Jatis Mobile,110,66,938,2001,0,6,day7
2023-10-30 04,Jatis Mobile,110,67,941,2001,1485,6,day7
2023-10-30 04,SaktiMobile,114,73,941,2001,0,1,day7
2023-10-30 04,CP Nine Live,123,73,111,4012,0,2,day7
2023-10-30 04,CP Nine Live,123,73,23,,29992615,30265,day7
2023-10-30 04,CP Nine Live,123,73,941,2001,0,1,day7
2023-10-30 04,Artajasa,134,66,938,2001,1350,3,day7
2023-10-30 04,Artajasa,134,67,941,2001,1800,3,day7
2023-10-30 04,Infinetworks CIMB Niaga,137,66,938,2001,1350,3,day7
2023-10-30 04,Infinetworks CIMB Niaga,137,66,940,4012,0,10,day7
2023-10-30 04,Infinetworks CIMB Niaga,137,67,111,4012,0,30,day7
2023-10-30 04,Infinetworks CIMB Niaga,137,67,940,4010,0,1,day7
2023-10-30 04,Infinetworks CIMB Niaga,137,67,940,5030,0,1,day7
2023-10-30 04,Infinetworks CIMB Niaga,137,67,941,2001,12400,17,day7
2023-10-30 04,Kreasi Media Karya_KMK,152,66,938,2001,0,1,day7
2023-10-30 04,Kreasi Media Karya_KMK,152,67,111,4012,0,1,day7
2023-10-30 04,GENFLIX,154,66,938,2001,0,22,day7
2023-10-30 04,GENFLIX,154,73,941,2001,0,7,day7
2023-10-30 04,Emobile,156,66,601,,0,3,day7
2023-10-30 04,Emobile,156,66,938,2001,5000,11,day7
2023-10-30 04,Emobile,156,66,940,4012,0,4,day7
2023-10-30 04,Emobile,156,67,111,4012,0,17,day7
2023-10-30 04,Emobile,156,67,941,2001,24200,37,day7
2023-10-30 04,Integrasi Tunas Muda,163,73,111,4012,0,10005,day7
2023-10-30 04,Integrasi Tunas Muda,163,73,940,5031,0,4,day7
2023-10-30 04,Integrasi Tunas Muda,163,73,941,2001,184326,186,day7
2023-10-30 04,Integrasi Tunas Muda,163,73,973,,153605,155,day7
2023-10-30 04,Era Digital Media,164,66,938,2001,0,4,day7
2023-10-30 04,Era Digital Media,164,73,111,4012,0,190292,day7
2023-10-30 04,Era Digital Media,164,73,6,,1155506,1166,day7
2023-10-30 04,Era Digital Media,164,73,940,4010,0,29,day7
2023-10-30 04,Era Digital Media,164,73,940,5031,0,172,day7
2023-10-30 04,Era Digital Media,164,73,941,2001,3983820,4031,day7
2023-10-30 04,Era Digital Media,164,73,973,,2228759,2249,day7
2023-10-30 04,Yatta Eracipta Solusi,166,73,111,4012,0,20310,day7
2023-10-30 04,Yatta Eracipta Solusi,166,73,23,,156578,79,day7
2023-10-30 04,Yatta Eracipta Solusi,166,73,6,,132794,67,day7
2023-10-30 04,Yatta Eracipta Solusi,166,73,940,5031,0,23,day7
2023-10-30 04,Yatta Eracipta Solusi,166,73,941,2001,332976,172,day7
2023-10-30 04,Yatta Eracipta Solusi,166,73,973,,69370,35,day7
2023-10-30 04,Saharjo enam sembilan,178,73,941,2001,0,2,day7
2023-10-30 04,Sinergi Bestama Indonesia,187,73,111,4012,0,23180,day7
2023-10-30 04,Sinergi Bestama Indonesia,187,73,23,,229912,229,day7
2023-10-30 04,Sinergi Bestama Indonesia,187,73,6,,49550,48,day7
2023-10-30 04,Sinergi Bestama Indonesia,187,73,940,5031,0,6,day7
2023-10-30 04,Sinergi Bestama Indonesia,187,73,941,2001,3973910,3324,day7
2023-10-30 04,Sinergi Bestama Indonesia,187,73,973,,856224,843,day7
2023-10-30 04,PT. Panen Kita Mandiri,188,73,941,2001,0,1,day7
2023-10-30 04,Digital HUB Accenture,191,66,938,2001,0,7,day7
2023-10-30 04,Digital HUB Accenture,191,67,941,2001,0,13,day7
2023-10-30 04,PT Festival Digital Nusantara,193,66,938,2001,0,15,day7
2023-10-30 04,PT Festival Digital Nusantara,193,73,941,2001,0,12,day7
2023-10-30 04,VIU,198,67,941,2001,0,49,day7
2023-10-30 04,PT. Distribution Oriented Technologies,200,73,941,2001,0,1,day7
2023-10-30 04,Galatic Multimedia_oomph,201,73,111,4012,0,1,day7
2023-10-30 04,Galatic Multimedia_oomph,201,73,941,2001,0,3,day7
2023-10-30 04,LinkIT_360,206,66,938,2001,0,2,day7
2023-10-30 04,LinkIT_360,206,72,372,2001,0,1,day7
2023-10-30 04,LinkIT_360,206,72,987,2001,0,1,day7
2023-10-30 04,LinkIT_360,206,73,111,4012,0,56002,day7
2023-10-30 04,LinkIT_360,206,73,23,,646132,326,day7
2023-10-30 04,LinkIT_360,206,73,6,,11892,6,day7
2023-10-30 04,LinkIT_360,206,73,940,5031,0,66,day7
2023-10-30 04,LinkIT_360,206,73,941,2001,763070,394,day7
2023-10-30 04,LinkIT_360,206,73,973,,697664,352,day7
2023-10-30 04,PT Metrane,210,66,601,,0,2,day7
2023-10-30 04,PT Metrane,210,66,938,2001,0,5,day7
2023-10-30 04,PT Metrane,210,67,941,2001,0,38,day7
2023-10-30 04,PT Metrane,210,68,949,2001,37251,5,day7
2023-10-30 04,Akses Cipta Solusi,235,66,938,2001,900,2,day7
2023-10-30 04,Akses Cipta Solusi,235,66,940,4012,0,1,day7
2023-10-30 04,Akses Cipta Solusi,235,67,111,4012,0,1,day7
2023-10-30 04,Akses Cipta Solusi,235,67,941,2001,600,1,day7
2023-10-30 04,Redision,237,66,938,2001,0,2,day7
2023-10-30 04,Redision,237,67,941,2001,0,4,day7
2023-10-30 04,GMS AG (bulk),239,66,938,2001,0,2379,day7
2023-10-30 04,GMS AG (bulk),239,66,940,5030,0,31,day7
2023-10-30 04,GMS AG (bulk),239,66,940,5031,0,71,day7
2023-10-30 04,Monty Mobile (bulk),240,66,938,2001,0,63,day7
2023-10-30 04,BPJS,242,67,111,4012,0,35,day7
2023-10-30 04,BPJS,242,67,940,4010,0,2,day7
2023-10-30 04,BPJS,242,67,940,5030,0,3,day7
2023-10-30 04,BPJS,242,67,941,2001,12839,37,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,66,601,,0,143,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,72,123,2001,0,54,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,72,372,,0,3,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,72,987,2001,0,3,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,111,4012,0,298,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,23,,187944357,158752,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,6,,260990,381,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,940,4010,0,15,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,940,5031,0,4,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,941,2001,7927,13,day7
2023-10-30 04,PT. Gloria Viva Nusantara,250,73,973,,991,1,day7
2023-10-30 04,SahabatMudaKreatif,252,73,111,4012,0,58672,day7
2023-10-30 04,SahabatMudaKreatif,252,73,23,,1982,1,day7
2023-10-30 04,SahabatMudaKreatif,252,73,6,,2202002,1111,day7
2023-10-30 04,SahabatMudaKreatif,252,73,940,4010,0,29,day7
2023-10-30 04,SahabatMudaKreatif,252,73,940,5031,0,131,day7
2023-10-30 04,SahabatMudaKreatif,252,73,941,2001,144686,76,day7
2023-10-30 04,SahabatMudaKreatif,252,73,973,,37658,19,day7
2023-10-30 04,8Elements,254,73,941,2001,0,1,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,111,4012,0,33010,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,23,,30721,19,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,6,,250723,134,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,940,4010,0,3,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,940,5031,0,19,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,941,2001,1491455,1088,day7
2023-10-30 04,PT. Aman Devloop Indonesia,257,73,973,,142704,139,day7
2023-10-30 04,Hypermind,258,73,941,2001,0,1,day7
2023-10-30 04,Telesat_System_Integrator,261,66,601,,0,1,day7
2023-10-30 04,Telesat_System_Integrator,261,66,938,2001,0,7,day7
2023-10-30 04,Telesat_System_Integrator,261,72,372,2001,0,5,day7
2023-10-30 04,Telesat_System_Integrator,261,72,940,5030,0,1,day7
2023-10-30 04,Telesat_System_Integrator,261,72,987,2001,0,5,day7
2023-10-30 04,Telesat_System_Integrator,261,73,111,4012,0,13341,day7
2023-10-30 04,Telesat_System_Integrator,261,73,23,,1464698,1478,day7
2023-10-30 04,Telesat_System_Integrator,261,73,6,,213065,215,day7
2023-10-30 04,Telesat_System_Integrator,261,73,940,4010,0,1,day7
2023-10-30 04,Telesat_System_Integrator,261,73,940,5031,0,70,day7
2023-10-30 04,Telesat_System_Integrator,261,73,941,2001,236849,246,day7
2023-10-30 04,Telesat_System_Integrator,261,73,973,,105046,106,day7
2023-10-30 04,Artha_Ghani_Sempurna,263,73,941,2001,0,1,day7
2023-10-30 04,Terminal Kreasi Nusantara,2836,73,941,2001,0,1,day7
2023-10-30 04,KEE_Digital,2895,73,941,2001,0,4,day7
2023-10-30 04,18 Box Media,2915,67,41,,3962,2,day7
2023-10-30 04,18 Box Media,2915,72,372,2001,0,14,day7
2023-10-30 04,18 Box Media,2915,72,9,,0,2,day7
2023-10-30 04,18 Box Media,2915,72,987,2001,0,14,day7
2023-10-30 04,18 Box Media,2915,73,111,4012,0,47195,day7
2023-10-30 04,18 Box Media,2915,73,23,,2858583,1443,day7
2023-10-30 04,18 Box Media,2915,73,6,,15848,8,day7
2023-10-30 04,18 Box Media,2915,73,940,4010,0,5777,day7
2023-10-30 04,18 Box Media,2915,73,940,5030,0,184,day7
2023-10-30 04,18 Box Media,2915,73,940,5031,0,1773,day7
2023-10-30 04,18 Box Media,2915,73,941,2001,489307,287,day7
2023-10-30 04,Access Mobile,42,66,938,2001,0,12,day7
2023-10-30 04,Access Mobile,42,67,941,2001,0,24,day7
2023-10-30 04,Triyakom,50,66,938,2001,0,67,day7
2023-10-30 04,Triyakom,50,67,111,4012,0,8,day7
2023-10-30 04,Triyakom,50,67,940,5030,0,3062,day7
2023-10-30 04,Triyakom,50,67,941,2001,0,61529,day7
2023-10-30 04,Triyakom,50,68,111,4012,0,5,day7
2023-10-30 04,Triyakom,50,68,949,2001,259000,38,day7
2023-10-30 04,Triyakom,50,72,123,2001,0,6,day7
2023-10-30 04,Triyakom,50,72,372,2001,0,17,day7
2023-10-30 04,Triyakom,50,72,9,,0,11,day7
2023-10-30 04,Triyakom,50,72,987,2001,0,17,day7
2023-10-30 04,Triyakom,50,73,111,4012,0,155,day7
2023-10-30 04,Triyakom,50,73,23,,495,1,day7
2023-10-30 04,Triyakom,50,73,941,2001,24426,27,day7
2023-10-30 04,Triyakom,50,73,973,,10812,12,day7
2023-10-30 04,Utopia,51,67,941,2001,0,1,day7
2023-10-30 04,Utopia,51,67,998,,0,1471,day7
2023-10-30 04,Utopia,51,73,111,4012,0,183150,day7
2023-10-30 04,Utopia,51,73,23,,3841202,7762,day7
2023-10-30 04,Utopia,51,73,6,,333270,661,day7
2023-10-30 04,Utopia,51,73,940,4010,0,24,day7
2023-10-30 04,Utopia,51,73,940,5031,0,111,day7
2023-10-30 04,Utopia,51,73,941,2001,236520,392,day7
2023-10-30 04,Utopia,51,73,973,,95265,190,day7
2023-10-30 04,Falcon,52,66,938,2001,0,25,day7
2023-10-30 04,Falcon,52,72,372,2001,0,168,day7
2023-10-30 04,Falcon,52,72,9,,0,126,day7
2023-10-30 04,Falcon,52,72,940,5031,0,3,day7
2023-10-30 04,Falcon,52,72,987,2001,0,168,day7
2023-10-30 04,Falcon,52,73,111,4012,0,123016,day7
2023-10-30 04,Falcon,52,73,23,,11892,3,day7
2023-10-30 04,Falcon,52,73,6,,1478572,373,day7
2023-10-30 04,Falcon,52,73,940,4010,0,6,day7
2023-10-30 04,Falcon,52,73,940,5031,0,165,day7
2023-10-30 04,Falcon,52,73,941,2001,4696349,1561,day7
2023-10-30 04,Falcon,52,73,973,,19820,5,day7
2023-10-30 04,Fortumo,69,67,715,,0,1,day7
2023-10-30 04,Fortumo,69,67,940,5031,0,2,day7
2023-10-30 04,Fortumo,69,67,941,2001,0,17,day7
2023-10-30 04,Fortumo,69,68,111,4012,0,23,day7
2023-10-30 04,Fortumo,69,68,949,2001,42814,5,day7
2023-10-30 04,Codapay,74,66,938,2001,0,1,day7
2023-10-30 04,Codapay,74,67,41,,0,1,day7
2023-10-30 04,Codapay,74,67,715,,0,1,day7
2023-10-30 04,Codapay,74,67,941,2001,0,157,day7
2023-10-30 04,Codapay,74,68,111,4012,0,7,day7
2023-10-30 04,Codapay,74,68,949,2001,383001,64,day7
2023-10-30 04,Line,76,68,949,2001,58555,9,day7
2023-10-30 04,Celltick_Project,77,66,938,2001,0,8,day7
2023-10-30 04,Celltick_Project,77,67,41,,901,1,day7
2023-10-30 04,Celltick_Project,77,72,9,,0,1,day7
2023-10-30 04,Celltick_Project,77,73,111,4012,0,50922,day7
2023-10-30 04,Celltick_Project,77,73,23,,766733,869,day7
2023-10-30 04,Celltick_Project,77,73,6,,172537,196,day7
2023-10-30 04,Celltick_Project,77,73,940,4010,0,1,day7
2023-10-30 04,Celltick_Project,77,73,940,5031,0,78,day7
2023-10-30 04,Celltick_Project,77,73,941,2001,1447366,1715,day7
2023-10-30 04,Celltick_Project,77,73,973,,3604,4,day7
2023-10-30 04,NetM_GooglePlay,78,66,938,2001,0,128,day7
2023-10-30 04,NetM_GooglePlay,78,66,940,5031,0,4,day7
2023-10-30 04,NetM_GooglePlay,78,67,941,2001,0,128,day7
2023-10-30 04,NetM_GooglePlay,78,68,111,4012,0,5835,day7
2023-10-30 04,NetM_GooglePlay,78,68,948,4010,0,3,day7
2023-10-30 04,NetM_GooglePlay,78,68,948,5030,0,1,day7
2023-10-30 04,NetM_GooglePlay,78,68,948,5031,0,23,day7
2023-10-30 04,NetM_GooglePlay,78,68,949,2001,2478299,128,day7
2023-10-30 05,MitraComm Ekasarana,100,66,938,2001,2450,5,day7
2023-10-30 05,MitraComm Ekasarana,100,66,940,4012,0,1,day7
2023-10-30 05,MitraComm Ekasarana,100,67,111,4012,0,2023,day7
2023-10-30 05,MitraComm Ekasarana,100,67,41,,2400,3,day7
2023-10-30 05,MitraComm Ekasarana,100,67,940,4010,0,42,day7
2023-10-30 05,MitraComm Ekasarana,100,67,940,5030,0,208,day7
2023-10-30 05,MitraComm Ekasarana,100,67,940,5031,0,19,day7
2023-10-30 05,MitraComm Ekasarana,100,67,941,2001,508000,635,day7
2023-10-30 05,SPRINT_Strata Prima Internusa,107,66,938,2001,156350,313,day7
2023-10-30 05,SPRINT_Strata Prima Internusa,107,66,940,4012,0,309,day7
2023-10-30 05,SPRINT_Strata Prima Internusa,107,66,940,5031,0,3,day7
2023-10-30 05,SPRINT_Strata Prima Internusa,107,67,111,4012,0,326,day7
2023-10-30 05,SPRINT_Strata Prima Internusa,107,67,940,5031,0,1,day7
2023-10-30 05,SPRINT_Strata Prima Internusa,107,67,941,2001,343400,453,day7
2023-10-30 05,Jatis Mobile,110,66,938,2001,0,18,day7
2023-10-30 05,Jatis Mobile,110,67,111,4012,0,1,day7
2023-10-30 05,Jatis Mobile,110,67,941,2001,990,18,day7
2023-10-30 05,SaktiMobile,114,73,941,2001,0,2,day7
2023-10-30 05,CP Nine Live,123,73,111,4012,0,1,day7
2023-10-30 05,CP Nine Live,123,73,23,,18184850,18350,day7
2023-10-30 05,CP Nine Live,123,73,941,2001,0,4,day7
2023-10-30 05,Artajasa,134,66,938,2001,900,2,day7
2023-10-30 05,Artajasa,134,66,940,4012,0,5,day7
2023-10-30 05,Artajasa,134,67,941,2001,1200,2,day7
2023-10-30 05,Infinetworks CIMB Niaga,137,66,938,2001,4050,9,day7
2023-10-30 05,Infinetworks CIMB Niaga,137,66,940,4012,0,5,day7
2023-10-30 05,Infinetworks CIMB Niaga,137,67,111,4012,0,28,day7
2023-10-30 05,Infinetworks CIMB Niaga,137,67,940,5030,0,1,day7
2023-10-30 05,Infinetworks CIMB Niaga,137,67,941,2001,19000,27,day7
2023-10-30 05,GENFLIX,154,66,938,2001,0,23,day7
2023-10-30 05,GENFLIX,154,73,941,2001,0,12,day7
2023-10-30 05,Emobile,156,66,601,,0,7,day7
2023-10-30 05,Emobile,156,66,938,2001,10500,23,day7
2023-10-30 05,Emobile,156,66,940,4012,0,7,day7
2023-10-30 05,Emobile,156,67,111,4012,0,41,day7
2023-10-30 05,Emobile,156,67,940,5030,0,1,day7
2023-10-30 05,Emobile,156,67,941,2001,46000,72,day7
2023-10-30 05,Integrasi Tunas Muda,163,73,111,4012,0,8901,day7
2023-10-30 05,Integrasi Tunas Muda,163,73,6,,9910,10,day7
2023-10-30 05,Integrasi Tunas Muda,163,73,940,5031,0,2,day7
2023-10-30 05,Integrasi Tunas Muda,163,73,941,2001,122884,125,day7
2023-10-30 05,Integrasi Tunas Muda,163,73,973,,157569,159,day7
2023-10-30 05,Era Digital Media,164,66,938,2001,0,8,day7
2023-10-30 05,Era Digital Media,164,73,111,4012,0,190867,day7
2023-10-30 05,Era Digital Media,164,73,23,,1982,2,day7
2023-10-30 05,Era Digital Media,164,73,6,,1084154,1094,day7
2023-10-30 05,Era Digital Media,164,73,940,4010,0,43,day7
2023-10-30 05,Era Digital Media,164,73,940,5031,0,242,day7
2023-10-30 05,Era Digital Media,164,73,941,2001,3127596,3188,day7
2023-10-30 05,Era Digital Media,164,73,973,,2010739,2029,day7
2023-10-30 05,Yatta Eracipta Solusi,166,66,938,2001,0,3,day7
2023-10-30 05,Yatta Eracipta Solusi,166,73,111,4012,0,19665,day7
2023-10-30 05,Yatta Eracipta Solusi,166,73,23,,144686,73,day7
2023-10-30 05,Yatta Eracipta Solusi,166,73,6,,118920,60,day7
2023-10-30 05,Yatta Eracipta Solusi,166,73,940,5031,0,16,day7
2023-10-30 05,Yatta Eracipta Solusi,166,73,941,2001,301264,166,day7
2023-10-30 05,Yatta Eracipta Solusi,166,73,973,,25766,13,day7
2023-10-30 05,Forest Indo Niaga,171,73,111,4012,0,3,day7
2023-10-30 05,Saharjo enam sembilan,178,72,123,2001,0,2,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,66,938,2001,0,1,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,73,111,4012,0,22524,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,73,23,,314147,317,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,73,6,,25766,26,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,73,940,5031,0,7,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,73,941,2001,1068298,1032,day7
2023-10-30 05,Sinergi Bestama Indonesia,187,73,973,,876044,884,day7
2023-10-30 05,PT. Panen Kita Mandiri,188,73,941,2001,0,1,day7
2023-10-30 05,Digital HUB Accenture,191,66,938,2001,0,13,day7
2023-10-30 05,Digital HUB Accenture,191,67,941,2001,0,26,day7
2023-10-30 05,PT Festival Digital Nusantara,193,66,938,2001,0,21,day7
2023-10-30 05,PT Festival Digital Nusantara,193,73,941,2001,0,13,day7
2023-10-30 05,VIU,198,67,941,2001,0,163,day7
2023-10-30 05,PT. Distribution Oriented Technologies,200,66,938,2001,0,1,day7
2023-10-30 05,Galatic Multimedia_oomph,201,73,941,2001,0,180,day7
2023-10-30 05,LinkIT_360,206,66,938,2001,0,8,day7
2023-10-30 05,LinkIT_360,206,72,372,2001,0,1,day7
2023-10-30 05,LinkIT_360,206,72,987,2001,0,1,day7
2023-10-30 05,LinkIT_360,206,73,111,4012,0,54915,day7
2023-10-30 05,LinkIT_360,206,73,23,,737304,372,day7
2023-10-30 05,LinkIT_360,206,73,6,,25766,13,day7
2023-10-30 05,LinkIT_360,206,73,940,5031,0,77,day7
2023-10-30 05,LinkIT_360,206,73,941,2001,164506,95,day7
2023-10-30 05,LinkIT_360,206,73,973,,5946,3,day7
2023-10-30 05,LinkIT_360,206,73,991,,3964,2,day7
2023-10-30 05,PT Metrane,210,66,601,,0,1,day7
2023-10-30 05,PT Metrane,210,66,938,2001,0,3,day7
2023-10-30 05,PT Metrane,210,67,941,2001,0,54,day7
2023-10-30 05,PT Metrane,210,68,949,2001,17040,3,day7
