CDRDATE,SERVICE_KEY,IS_ROAMING,DIAMETER,TOTAL,REMARK
18-10-2023 05,200,0,2001.0,47,day7
18-10-2023 05,200,0,2001.0,21,day7
18-10-2023 05,200,0,5031.0,1,day7
18-10-2023 05,300,1,2001.0,7,day7
18-10-2023 05,300,1,2001.0,1,day7
18-10-2023 05,300,1,4012.0,48,day7
18-10-2023 05,300,1,4012.0,33,day7
18-10-2023 05,300,0,5004.0,24,day7
18-10-2023 05,300,0,5004.0,27,day7
18-10-2023 05,300,1,5031.0,1,day7
18-10-2023 06,100,0,2001.0,42215,day7
18-10-2023 06,100,0,2001.0,14184,day7
18-10-2023 06,100,0,4010.0,59,day7
18-10-2023 06,100,0,4010.0,187,day7
18-10-2023 06,100,1,4012.0,8,day7
18-10-2023 06,100,0,4012.0,19494,day7
18-10-2023 06,100,1,4012.0,9,day7
18-10-2023 06,100,0,4012.0,6436,day7
18-10-2023 06,100,1,5031.0,2,day7
18-10-2023 06,100,0,5031.0,718,day7
18-10-2023 06,100,0,5031.0,248,day7
18-10-2023 06,100,1,5031.0,5,day7
18-10-2023 06,100,0,,479,day7
18-10-2023 06,100,1,,2,day7
18-10-2023 06,100,0,,1386,day7
18-10-2023 06,100,1,,4,day7
18-10-2023 06,133,0,,90,day7
18-10-2023 06,150,0,4010.0,3,day7
18-10-2023 06,150,0,4010.0,2,day7
18-10-2023 06,150,0,4012.0,1,day7
18-10-2023 06,150,0,5030.0,6,day7
18-10-2023 06,150,0,5030.0,23,day7
18-10-2023 06,150,1,5030.0,1,day7
18-10-2023 06,150,0,,5,day7
18-10-2023 06,200,0,2001.0,89,day7
18-10-2023 06,200,0,2001.0,28,day7
18-10-2023 06,300,1,2001.0,4,day7
18-10-2023 06,300,1,2001.0,4,day7
18-10-2023 06,300,1,4012.0,38,day7
18-10-2023 06,300,1,4012.0,20,day7
18-10-2023 06,300,0,5004.0,48,day7
18-10-2023 06,300,0,5004.0,34,day7
18-10-2023 07,100,1,2001.0,1,day7
18-10-2023 07,100,0,2001.0,52735,day7
18-10-2023 07,100,1,2001.0,1,day7
18-10-2023 07,100,0,2001.0,17564,day7
18-10-2023 07,100,1,4010.0,3,day7
18-10-2023 07,100,0,4010.0,77,day7
18-10-2023 07,100,0,4010.0,230,day7
18-10-2023 07,100,0,4012.0,8262,day7
18-10-2023 07,100,1,4012.0,21,day7
18-10-2023 07,100,0,4012.0,24307,day7
18-10-2023 07,100,1,4012.0,9,day7
18-10-2023 07,100,1,5031.0,1,day7
18-10-2023 07,100,0,5031.0,1037,day7
18-10-2023 07,100,0,5031.0,342,day7
18-10-2023 07,100,1,5031.0,2,day7
18-10-2023 07,100,0,,531,day7
18-10-2023 07,100,0,,1700,day7
18-10-2023 07,100,1,,1,day7
18-10-2023 07,133,0,,192,day7
18-10-2023 07,150,0,2001.0,1,day7
18-10-2023 07,150,0,4010.0,3,day7
18-10-2023 07,150,0,4010.0,6,day7
18-10-2023 07,150,0,5030.0,10,day7
18-10-2023 07,150,0,5030.0,31,day7
18-10-2023 07,150,0,,9,day7
18-10-2023 07,150,0,,1,day7
18-10-2023 07,200,0,2001.0,42,day7
18-10-2023 07,200,0,2001.0,146,day7
18-10-2023 07,200,0,5031.0,1,day7
18-10-2023 07,200,0,5031.0,1,day7
18-10-2023 07,300,1,2001.0,13,day7
18-10-2023 07,300,1,2001.0,6,day7
18-10-2023 07,300,1,4012.0,698,day7
18-10-2023 07,300,1,4012.0,647,day7
18-10-2023 07,300,0,5004.0,1004,day7
18-10-2023 07,300,0,5004.0,879,day7
18-10-2023 07,300,1,5031.0,6,day7
18-10-2023 07,300,1,5031.0,8,day7
18-10-2023 08,100,0,2001.0,65514,day7
18-10-2023 08,100,0,2001.0,22370,day7
18-10-2023 08,100,1,2001.0,2,day7
18-10-2023 08,100,0,4010.0,101,day7
18-10-2023 08,100,0,4010.0,345,day7
18-10-2023 08,100,1,4010.0,2,day7
18-10-2023 08,100,0,4012.0,31320,day7
18-10-2023 08,100,1,4012.0,34,day7
18-10-2023 08,100,1,4012.0,25,day7
18-10-2023 08,100,0,4012.0,10574,day7
18-10-2023 08,100,0,5005.0,1,day7
18-10-2023 08,100,0,5030.0,1,day7
18-10-2023 08,100,1,5031.0,4,day7
18-10-2023 08,100,0,5031.0,1523,day7
18-10-2023 08,100,0,5031.0,517,day7
18-10-2023 08,100,1,5031.0,2,day7
18-10-2023 08,100,0,,650,day7
18-10-2023 08,100,1,,2,day7
18-10-2023 08,100,0,,1885,day7
18-10-2023 08,133,0,,205,day7
18-10-2023 08,150,0,2001.0,1,day7
18-10-2023 08,150,0,4010.0,3,day7
18-10-2023 08,150,0,4010.0,4,day7
18-10-2023 08,150,0,5030.0,42,day7
18-10-2023 08,150,0,5030.0,16,day7
18-10-2023 08,150,0,5031.0,1,day7
18-10-2023 08,150,0,,5,day7
18-10-2023 08,150,0,,6,day7
18-10-2023 08,200,0,2001.0,733,day7
18-10-2023 08,200,0,2001.0,280,day7
18-10-2023 08,200,0,4012.0,2,day7
18-10-2023 08,200,0,5031.0,5,day7
18-10-2023 08,200,0,5031.0,1,day7
18-10-2023 08,300,1,2001.0,32,day7
18-10-2023 08,300,1,2001.0,99,day7
18-10-2023 08,300,1,4012.0,1150,day7
18-10-2023 08,300,1,4012.0,1561,day7
18-10-2023 08,300,0,5004.0,1583,day7
18-10-2023 08,300,0,5004.0,2036,day7
18-10-2023 08,300,1,5031.0,21,day7
18-10-2023 08,300,1,5031.0,11,day7
18-10-2023 08,400,1,2001.0,5,day7
18-10-2023 08,400,1,2001.0,4,day7
18-10-2023 08,400,1,4012.0,3,day7
18-10-2023 09,100,0,2001.0,25543,day7
18-10-2023 09,100,1,2001.0,1,day7
18-10-2023 09,100,0,2001.0,74781,day7
18-10-2023 09,100,0,4010.0,131,day7
18-10-2023 09,100,0,4010.0,393,day7
18-10-2023 09,100,1,4012.0,31,day7
18-10-2023 09,100,1,4012.0,37,day7
18-10-2023 09,100,0,4012.0,11752,day7
18-10-2023 09,100,0,4012.0,34239,day7
18-10-2023 09,100,0,5005.0,2,day7
18-10-2023 09,100,0,5005.0,1,day7
18-10-2023 09,100,0,5030.0,1,day7
18-10-2023 09,100,1,5031.0,6,day7
18-10-2023 09,100,0,5031.0,1739,day7
18-10-2023 09,100,0,5031.0,623,day7
18-10-2023 09,100,1,5031.0,2,day7
18-10-2023 09,100,0,,691,day7
18-10-2023 09,100,0,,2019,day7
18-10-2023 09,133,0,,208,day7
18-10-2023 09,150,0,4010.0,13,day7
18-10-2023 09,150,0,4010.0,3,day7
18-10-2023 09,150,0,4012.0,2,day7
18-10-2023 09,150,0,5030.0,15,day7
18-10-2023 09,150,0,5030.0,57,day7
18-10-2023 09,150,0,,10,day7
18-10-2023 09,150,0,,2,day7
18-10-2023 09,200,0,2001.0,1473,day7
18-10-2023 09,200,0,2001.0,512,day7
18-10-2023 09,200,0,4010.0,1,day7
18-10-2023 09,200,0,4012.0,1,day7
18-10-2023 09,200,0,5031.0,4,day7
18-10-2023 09,200,0,5031.0,8,day7
18-10-2023 09,200,0,,1,day7
18-10-2023 09,300,1,2001.0,67,day7
18-10-2023 09,300,1,2001.0,121,day7
18-10-2023 09,300,1,4012.0,1242,day7
18-10-2023 09,300,1,4012.0,1777,day7
18-10-2023 09,300,0,5004.0,2524,day7
18-10-2023 09,300,0,5004.0,1862,day7
18-10-2023 09,300,1,5031.0,16,day7
18-10-2023 09,300,1,5031.0,8,day7
18-10-2023 09,400,1,2001.0,5,day7
18-10-2023 09,400,1,2001.0,1,day7
18-10-2023 09,400,1,4012.0,1,day7
18-10-2023 09,400,0,5004.0,2,day7
18-10-2023 09,400,0,5004.0,1,day7
18-10-2023 10,100,1,2001.0,1,day7
18-10-2023 10,100,1,2001.0,3,day7
18-10-2023 10,100,0,2001.0,79176,day7
18-10-2023 10,100,0,2001.0,26909,day7
18-10-2023 10,100,0,4010.0,379,day7
18-10-2023 10,100,0,4010.0,125,day7
18-10-2023 10,100,1,4012.0,14,day7
18-10-2023 10,100,0,4012.0,35816,day7
18-10-2023 10,100,1,4012.0,21,day7
18-10-2023 10,100,0,4012.0,12483,day7
18-10-2023 10,100,1,5031.0,4,day7
18-10-2023 10,100,1,5031.0,12,day7
18-10-2023 10,100,0,5031.0,2037,day7
18-10-2023 10,100,0,5031.0,670,day7
18-10-2023 10,100,0,,2104,day7
18-10-2023 10,100,0,,678,day7
18-10-2023 10,100,1,,2,day7
18-10-2023 10,100,1,,2,day7
18-10-2023 10,133,0,,203,day7
18-10-2023 10,150,0,4010.0,13,day7
18-10-2023 10,150,0,4010.0,3,day7
18-10-2023 10,150,0,4012.0,3,day7
18-10-2023 10,150,0,5030.0,18,day7
18-10-2023 10,150,0,5030.0,53,day7
18-10-2023 10,150,0,5031.0,1,day7
18-10-2023 10,150,0,,2,day7
18-10-2023 10,150,0,,6,day7
18-10-2023 10,200,0,2001.0,597,day7
18-10-2023 10,200,0,2001.0,1757,day7
18-10-2023 10,200,0,4012.0,1,day7
18-10-2023 10,200,0,4012.0,3,day7
18-10-2023 10,200,0,5031.0,10,day7
18-10-2023 10,200,0,5031.0,1,day7
18-10-2023 10,300,1,2001.0,122,day7
18-10-2023 10,300,1,2001.0,68,day7
18-10-2023 10,300,1,4012.0,1459,day7
18-10-2023 10,300,1,4012.0,1982,day7
18-10-2023 10,300,0,5004.0,2697,day7
18-10-2023 10,300,0,5004.0,3343,day7
18-10-2023 10,300,1,5031.0,1,day7
18-10-2023 10,300,1,5031.0,14,day7
18-10-2023 10,400,1,2001.0,1,day7
18-10-2023 10,400,1,2001.0,6,day7
18-10-2023 10,400,1,4012.0,2,day7
18-10-2023 10,400,0,5004.0,5,day7
18-10-2023 10,400,0,5004.0,3,day7
18-10-2023 11,100,0,2001.0,78648,day7
18-10-2023 11,100,0,2001.0,26993,day7
18-10-2023 11,100,1,2001.0,4,day7
18-10-2023 11,100,1,2001.0,7,day7
18-10-2023 11,100,0,4010.0,342,day7
18-10-2023 11,100,0,4010.0,127,day7
18-10-2023 11,100,0,4012.0,36433,day7
18-10-2023 11,100,1,4012.0,35,day7
18-10-2023 11,100,1,4012.0,52,day7
18-10-2023 11,100,0,4012.0,12228,day7
18-10-2023 11,100,0,5031.0,628,day7
18-10-2023 11,100,1,5031.0,5,day7
18-10-2023 11,100,0,5031.0,1963,day7
18-10-2023 11,100,1,5031.0,4,day7
18-10-2023 11,100,0,,670,day7
18-10-2023 11,100,0,,2136,day7
18-10-2023 11,100,1,,4,day7
18-10-2023 11,100,1,,2,day7
18-10-2023 11,133,0,,161,day7
18-10-2023 11,150,0,4010.0,11,day7
18-10-2023 11,150,0,4010.0,6,day7
18-10-2023 11,150,0,4012.0,1,day7
18-10-2023 11,150,0,4012.0,1,day7
18-10-2023 11,150,0,5030.0,19,day7
18-10-2023 11,150,1,5030.0,1,day7
18-10-2023 11,150,1,5030.0,1,day7
18-10-2023 11,150,0,5030.0,59,day7
18-10-2023 11,150,0,,8,day7
18-10-2023 11,150,0,,1,day7
18-10-2023 11,200,0,2001.0,1606,day7
18-10-2023 11,200,0,2001.0,525,day7
18-10-2023 11,200,0,4010.0,1,day7
18-10-2023 11,200,0,4012.0,1,day7
18-10-2023 11,200,0,4012.0,4,day7
18-10-2023 11,200,0,5031.0,1,day7
18-10-2023 11,200,0,5031.0,7,day7
18-10-2023 11,300,1,2001.0,95,day7
18-10-2023 11,300,1,2001.0,45,day7
18-10-2023 11,300,1,4012.0,1707,day7
18-10-2023 11,300,1,4012.0,1223,day7
18-10-2023 11,300,0,5004.0,2306,day7
18-10-2023 11,300,0,5004.0,1816,day7
18-10-2023 11,300,1,5031.0,27,day7
18-10-2023 11,300,1,5031.0,8,day7
18-10-2023 11,400,1,2001.0,5,day7
18-10-2023 11,400,1,2001.0,5,day7
18-10-2023 11,400,0,5004.0,2,day7
18-10-2023 12,100,1,2001.0,6,day7
18-10-2023 12,100,0,2001.0,78314,day7
18-10-2023 12,100,0,2001.0,27075,day7
18-10-2023 12,100,1,2001.0,8,day7
18-10-2023 12,100,0,4010.0,141,day7
18-10-2023 12,100,1,4010.0,1,day7
18-10-2023 12,100,0,4010.0,378,day7
18-10-2023 12,100,0,4012.0,37235,day7
18-10-2023 12,100,0,4012.0,12838,day7
18-10-2023 12,100,1,4012.0,38,day7
18-10-2023 12,100,1,4012.0,49,day7
18-10-2023 12,100,1,5031.0,3,day7
18-10-2023 12,100,0,5031.0,2176,day7
18-10-2023 12,100,0,5031.0,737,day7
18-10-2023 12,100,1,5031.0,3,day7
18-10-2023 12,100,1,,4,day7
18-10-2023 12,100,1,,5,day7
18-10-2023 12,100,0,,2381,day7
18-10-2023 12,100,0,,837,day7
18-10-2023 12,133,0,,205,day7
18-10-2023 12,150,0,4010.0,19,day7
18-10-2023 12,150,0,4010.0,4,day7
18-10-2023 12,150,1,5030.0,1,day7
18-10-2023 12,150,0,5030.0,54,day7
18-10-2023 12,150,0,5030.0,16,day7
18-10-2023 12,150,1,5030.0,1,day7
18-10-2023 12,150,0,,11,day7
18-10-2023 12,200,0,2001.0,153,day7
18-10-2023 12,200,0,2001.0,421,day7
18-10-2023 12,200,0,4012.0,1,day7
18-10-2023 12,200,0,5031.0,8,day7
18-10-2023 12,300,1,2001.0,70,day7
18-10-2023 12,300,1,2001.0,57,day7
18-10-2023 12,300,1,4012.0,1373,day7
18-10-2023 12,300,1,4012.0,1767,day7
18-10-2023 12,300,0,5004.0,2561,day7
18-10-2023 12,300,0,5004.0,2948,day7
18-10-2023 12,300,1,5031.0,17,day7
18-10-2023 12,300,1,5031.0,7,day7
18-10-2023 12,400,0,5004.0,1,day7
18-10-2023 13,100,1,2001.0,3,day7
18-10-2023 13,100,0,2001.0,41982,day7
18-10-2023 13,100,0,2001.0,14463,day7
18-10-2023 13,100,0,4010.0,91,day7
18-10-2023 13,100,0,4010.0,244,day7
18-10-2023 13,100,1,4012.0,21,day7
18-10-2023 13,100,0,4012.0,6879,day7
18-10-2023 13,100,0,4012.0,20379,day7
18-10-2023 13,100,1,4012.0,30,day7
18-10-2023 13,100,0,5031.0,454,day7
18-10-2023 13,100,1,5031.0,1,day7
18-10-2023 13,100,1,5031.0,6,day7
18-10-2023 13,100,0,5031.0,1237,day7
18-10-2023 13,100,0,,1253,day7
18-10-2023 13,100,0,,442,day7
18-10-2023 13,133,0,,124,day7
18-10-2023 13,150,0,4010.0,2,day7
18-10-2023 13,150,0,4010.0,4,day7
18-10-2023 13,150,0,5030.0,24,day7
18-10-2023 13,150,0,5030.0,8,day7
18-10-2023 13,150,0,,4,day7
18-10-2023 13,200,0,2001.0,267,day7
18-10-2023 13,200,0,2001.0,779,day7
18-10-2023 13,200,0,5031.0,3,day7
18-10-2023 13,200,0,5031.0,5,day7
18-10-2023 13,300,1,2001.0,62,day7
18-10-2023 13,300,1,2001.0,24,day7
18-10-2023 13,300,1,4012.0,940,day7
18-10-2023 13,300,1,4012.0,1247,day7
18-10-2023 13,300,0,5004.0,1693,day7
18-10-2023 13,300,0,5004.0,1303,day7
18-10-2023 13,300,1,5031.0,3,day7
18-10-2023 13,300,1,5031.0,2,day7
18-10-2023 13,400,1,2001.0,3,day7
18-10-2023 13,400,1,2001.0,3,day7
19-10-2023 00,100,0,2001.0,23,day7
19-10-2023 00,100,0,2001.0,60,day7
19-10-2023 00,100,0,4010.0,1,day7
19-10-2023 00,100,0,4012.0,53,day7
19-10-2023 00,100,0,4012.0,16,day7
19-10-2023 00,100,0,5031.0,2,day7
19-10-2023 00,100,0,5031.0,9,day7
19-10-2023 00,100,0,,2,day7
19-10-2023 00,100,0,,4,day7
19-10-2023 00,133,0,,1,day7
